name,store_id,월,화,수,목,금,토,일,영업구분
오레노라멘 강남점,1621911428,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
오레노라멘 강남점,1621911428,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
사가라멘 강남역점,1010975108,10:30,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 일요일),오픈
사가라멘 강남역점,1010975108,20:00,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 일요일),마감
사가라멘 강남역점,1010975108,19:20,19:20,19:20,19:20,19:20,19:20,정기휴무 (매주 일요일),라스트오더
사토이라멘,1157624213,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
사토이라멘,1157624213,20:00,20:00,20:00,20:00,20:00,14:30,정기휴무 (매주 일요일),마감
사토이라멘,1157624213,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
사토이라멘,1157624213,17:30,17:30,17:30,17:30,17:30,,정기휴무 (매주 일요일),브레이크타임종료1
사토이라멘,1157624213,19:30,19:30,19:30,19:30,19:30,14:00,정기휴무 (매주 일요일),라스트오더
토쇼켄,1616999091,11:30,11:30,11:30,11:30,11:30,11:00,정기휴무 (매주 일요일),오픈
토쇼켄,1616999091,20:30,20:30,20:30,20:30,20:30,14:30,정기휴무 (매주 일요일),마감
토쇼켄,1616999091,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
토쇼켄,1616999091,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
토쇼켄,1616999091,14:00,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 일요일),라스트오더
토쇼켄,1616999091,20:00,20:00,20:00,20:00,20:00,,정기휴무 (매주 일요일),라스트오더2
왓쇼이켄,38643764,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
왓쇼이켄,38643764,20:00,20:00,20:00,20:00,20:00,14:30,정기휴무 (매주 일요일),마감
왓쇼이켄,38643764,14:30,14:30,14:30,14:30,14:30,,정기휴무 (매주 일요일),브레이크타임시작1
왓쇼이켄,38643764,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
왓쇼이켄,38643764,19:30,19:30,19:30,19:30,19:30,14:00,정기휴무 (매주 일요일),라스트오더
코지라멘,1042144370,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
코지라멘,1042144370,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
코지라멘,1042144370,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
쇼군 스타필드코엑스몰점,373468375,10:30,10:30,10:30,10:30,10:30,10:30,10:30,오픈
쇼군 스타필드코엑스몰점,373468375,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
카토멘,31986060,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
카토멘,31986060,21:00,21:00,21:00,21:00,21:00,16:00,16:00,마감
카토멘,31986060,20:30,20:30,20:30,20:30,20:30,15:30,15:30,라스트오더
라멘호토리 강남점,1797685482,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
라멘호토리 강남점,1797685482,21:00,21:00,21:00,21:00,21:00,20:00,정기휴무 (매주 일요일),마감
라멘호토리 강남점,1797685482,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
라멘호토리 강남점,1797685482,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
라멘호토리 강남점,1797685482,20:30,20:30,20:30,20:30,20:30,19:30,정기휴무 (매주 일요일),라스트오더
란수사,11605721,11:30,11:30,11:30,11:30,11:30,17:00,17:00,오픈
란수사,11605721,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
란수사,11605721,14:30,14:30,14:30,14:30,14:30,,,브레이크타임시작1
란수사,11605721,16:30,16:30,16:30,16:30,16:30,,,브레이크타임종료1
란수사,11605721,21:30,21:30,21:30,21:30,21:30,21:30,21:30,라스트오더
진스시,18771333,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
진스시,18771333,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
진스시,18771333,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
진스시,18771333,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
스시센몬,1535103337,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
스시센몬,1535103337,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
스시센몬,1535103337,14:30,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 일요일),브레이크타임시작1
스시센몬,1535103337,18:00,18:00,18:00,18:00,18:00,18:00,정기휴무 (매주 일요일),브레이크타임종료1
쿄코코 신논현점,1581701475,11:30,11:30,11:30,11:30,11:30,11:00,11:00,오픈
쿄코코 신논현점,1581701475,22:00,22:00,22:00,22:00,22:00,23:00,21:00,마감
쿄코코 신논현점,1581701475,15:00,15:00,15:00,15:00,15:00,,,브레이크타임시작1
쿄코코 신논현점,1581701475,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
쿄코코 신논현점,1581701475,21:55,21:55,21:55,21:55,21:55,22:55,20:55,라스트오더
백소정 역삼역점,1242416675,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
백소정 역삼역점,1242416675,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
백소정 역삼역점,1242416675,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
백소정 역삼역점,1242416675,16:00,16:00,16:00,16:00,16:00,16:00,정기휴무 (매주 일요일),브레이크타임종료1
백소정 역삼역점,1242416675,20:00,20:00,20:00,20:00,20:00,20:00,정기휴무 (매주 일요일),라스트오더
연,1570789614,18:00,18:00,18:00,18:00,18:00,18:00,정기휴무 (매주 일요일),오픈
연,1570789614,24:00,24:00,24:00,24:00,24:00,22:00,정기휴무 (매주 일요일),마감
연,1570789614,23:00,23:00,23:00,23:00,23:00,21:00,정기휴무 (매주 일요일),라스트오더
양산도 대치점,1431650655,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
양산도 대치점,1431650655,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
양산도 대치점,1431650655,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
양산도 대치점,1431650655,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
양산도 대치점,1431650655,14:30,14:30,14:30,14:30,14:30,14:30,14:30,라스트오더
양산도 대치점,1431650655,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더2
스시아오마츠,1051920261,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
스시아오마츠,1051920261,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
스시아오마츠,1051920261,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
스시아오마츠,1051920261,19:00,19:00,19:00,19:00,19:00,19:00,정기휴무 (매주 일요일),브레이크타임종료1
작은동경 본점,1185210365,11:00,11:00,11:00,11:00,11:00,12:00,정기휴무 (매주 일요일),오픈
작은동경 본점,1185210365,22:00,22:00,22:00,22:00,22:00,15:00,정기휴무 (매주 일요일),마감
작은동경 본점,1185210365,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
작은동경 본점,1185210365,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
작은동경 본점,1185210365,21:30,21:30,21:30,21:30,21:30,14:30,정기휴무 (매주 일요일),라스트오더
갓포아키 삼성점,1491683807,12:00,12:00,12:00,12:00,12:00,17:30,17:00,오픈
갓포아키 삼성점,1491683807,00:30,00:30,00:30,00:30,00:30,00:30,23:00,마감
갓포아키 삼성점,1491683807,14:30,14:30,14:30,14:30,14:30,,,브레이크타임시작1
갓포아키 삼성점,1491683807,17:30,17:30,17:30,17:30,17:30,,,브레이크타임종료1
양산도 교대점,1010599227,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
양산도 교대점,1010599227,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
양산도 교대점,1010599227,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
양산도 교대점,1010599227,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
양산도 교대점,1010599227,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
오제제 강남,1274621934,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
오제제 강남,1274621934,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
오제제 강남,1274621934,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
오제제 강남,1274621934,17:30,17:30,17:30,17:30,17:30,17:30,17:30,브레이크타임종료1
오제제 강남,1274621934,14:30,14:30,14:30,14:30,14:30,14:30,14:30,라스트오더
오제제 강남,1274621934,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더2
백소정 교대점,1318956004,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
백소정 교대점,1318956004,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
백소정 교대점,1318956004,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
백소정 교대점,1318956004,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
백소정 교대점,1318956004,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
와슈다이닝 슈토,212256181,17:30,17:30,17:30,17:30,17:30,17:00,정기휴무 (매주 일요일),오픈
와슈다이닝 슈토,212256181,24:00,24:00,24:00,24:00,24:00,23:30,정기휴무 (매주 일요일),마감
와슈다이닝 슈토,212256181,23:00,23:00,23:00,23:00,23:00,22:30,정기휴무 (매주 일요일),라스트오더
화수사,13050432,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
화수사,13050432,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
화수사,13050432,14:30,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 일요일),브레이크타임시작1
화수사,13050432,17:30,17:30,17:30,17:30,17:30,17:30,정기휴무 (매주 일요일),브레이크타임종료1
화수사,13050432,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
일식 신태평양,18367033,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
일식 신태평양,18367033,22:30,22:30,22:30,22:30,22:30,22:30,22:30,마감
스시욘즈,1757890886,11:30,11:30,11:30,11:30,11:30,12:00,12:00,오픈
스시욘즈,1757890886,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
이츠로바,1383540166,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
이츠로바,1383540166,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
이츠로바,1383540166,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
이츠로바,1383540166,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
이츠로바,1383540166,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
호호식당 스타필드코엑스,1047937294,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
호호식당 스타필드코엑스,1047937294,21:50,21:50,21:50,21:50,21:50,21:50,21:50,마감
호호식당 스타필드코엑스,1047937294,14:40,14:40,14:40,14:40,14:40,14:40,14:40,브레이크타임시작1
호호식당 스타필드코엑스,1047937294,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
스시소라 대치점,832737607,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
스시소라 대치점,832737607,22:00,22:00,22:00,22:00,22:00,21:30,21:30,마감
백소정 선릉점,1872606478,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
백소정 선릉점,1872606478,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
백소정 선릉점,1872606478,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
백소정 선릉점,1872606478,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
백소정 선릉점,1872606478,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
일상정원 코엑스점,1169891232,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
일상정원 코엑스점,1169891232,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
일상정원 코엑스점,1169891232,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
진가와 한국본점,871189685,11:30,11:30,11:30,11:30,11:30,12:00,12:00,오픈
진가와 한국본점,871189685,22:30,22:30,22:30,22:30,22:30,21:30,21:30,마감
진가와 한국본점,871189685,14:30,14:30,14:30,14:30,14:30,15:00,15:00,브레이크타임시작1
진가와 한국본점,871189685,17:30,17:30,17:30,17:30,17:30,17:00,17:00,브레이크타임종료1
진가와 한국본점,871189685,14:00,14:00,14:00,14:00,14:00,14:30,14:30,라스트오더
카츠8 강남점,1397024217,11:00,11:00,11:00,11:00,11:00,11:30,11:30,오픈
카츠8 강남점,1397024217,20:30,20:30,20:30,20:30,20:30,20:30,20:30,마감
카츠8 강남점,1397024217,20:00,20:00,20:00,20:00,20:00,20:00,20:00,라스트오더
카츠8 강남점,1397024217,,,,,,15:00,15:00,브레이크타임시작1
카츠8 강남점,1397024217,,,,,,17:00,17:00,브레이크타임종료1
시케시케,1042746226,10:30,10:30,10:30,10:30,10:30,10:30,정기휴무 (매주 일요일),오픈
시케시케,1042746226,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
시케시케,1042746226,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),라스트오더
자연산 해담일식 대게마을,693144763,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
자연산 해담일식 대게마을,693144763,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
자연산 해담일식 대게마을,693144763,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
자연산 해담일식 대게마을,693144763,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
쇼유식당 선릉본점,1436398475,11:20,11:20,11:20,11:20,11:20,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
쇼유식당 선릉본점,1436398475,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
쇼유식당 선릉본점,1436398475,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
쇼유식당 선릉본점,1436398475,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
미도인 강남,1427134948,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
미도인 강남,1427134948,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
토쿠센,1655579031,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
토쿠센,1655579031,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
토쿠센,1655579031,14:30,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 일요일),브레이크타임시작1
토쿠센,1655579031,18:00,18:00,18:00,18:00,18:00,18:00,정기휴무 (매주 일요일),브레이크타임종료1
토쿠센,1655579031,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
스시유리,1547603159,12:00,12:00,12:00,12:00,12:00,12:00,정기휴무 (매주 일요일),오픈
스시유리,1547603159,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
스시유리,1547603159,14:00,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 일요일),브레이크타임시작1
스시유리,1547603159,17:30,17:30,17:30,17:30,17:30,17:30,정기휴무 (매주 일요일),브레이크타임종료1
야마야 강남N타워점,1737968708,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
야마야 강남N타워점,1737968708,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
야마야 강남N타워점,1737968708,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
야마야 강남N타워점,1737968708,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
야마야 강남N타워점,1737968708,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
아리노마마,34666444,16:00,16:00,16:00,16:00,16:00,16:00,16:00,오픈
아리노마마,34666444,02:00,02:00,02:00,02:00,02:00,02:00,02:00,마감
온센 강남점,1250740851,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
온센 강남점,1250740851,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
온센 강남점,1250740851,15:30,15:30,15:30,15:30,15:30,15:30,15:30,브레이크타임시작1
온센 강남점,1250740851,16:30,16:30,16:30,16:30,16:30,16:30,16:30,브레이크타임종료1
온센 강남점,1250740851,15:00,15:00,15:00,15:00,15:00,15:00,15:00,라스트오더
온센 강남점,1250740851,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더2
록스플레이트,19536440,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
록스플레이트,19536440,23:30,23:30,23:30,23:30,23:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
록스플레이트,19536440,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
록스플레이트,19536440,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
록스플레이트,19536440,22:30,22:30,22:30,22:30,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),라스트오더
머무를 정 세이로무시,1573322379,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
머무를 정 세이로무시,1573322379,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
머무를 정 세이로무시,1573322379,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
머무를 정 세이로무시,1573322379,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
머무를 정 세이로무시,1573322379,20:30,20:30,20:30,20:30,20:30,20:30,정기휴무 (매주 일요일),라스트오더
스시이로,1477375915,정기휴무 (매주 월요일),10:00,10:00,10:00,10:00,10:00,10:00,오픈
스시이로,1477375915,정기휴무 (매주 월요일),22:00,22:00,22:00,22:00,22:00,22:00,마감
스시이로,1477375915,정기휴무 (매주 월요일),14:00,14:00,14:00,14:00,14:00,14:00,브레이크타임시작1
스시이로,1477375915,정기휴무 (매주 월요일),18:30,18:30,18:30,18:30,18:30,18:30,브레이크타임종료1
스시이로,1477375915,정기휴무 (매주 월요일),20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
장정정,1647747553,11:10,11:10,11:10,11:10,11:10,11:10,정기휴무 (매주 일요일),오픈
장정정,1647747553,24:00,24:00,24:00,24:00,24:00,22:00,정기휴무 (매주 일요일),마감
장정정,1647747553,13:45,13:45,13:45,13:45,13:45,13:45,정기휴무 (매주 일요일),브레이크타임시작1
장정정,1647747553,17:30,17:30,17:30,17:30,17:30,17:00,정기휴무 (매주 일요일),브레이크타임종료1
장정정,1647747553,22:30,22:30,22:30,22:30,22:30,20:30,정기휴무 (매주 일요일),라스트오더
오무라안,11679379,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
오무라안,11679379,22:00,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 일요일),마감
오무라안,11679379,14:00,14:00,14:00,14:00,14:00,14:00,정기휴무 (매주 일요일),브레이크타임시작1
오무라안,11679379,17:30,17:30,17:30,17:30,17:30,17:30,정기휴무 (매주 일요일),브레이크타임종료1
오무라안,11679379,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),라스트오더
모구모구돈부리,1067678037,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
모구모구돈부리,1067678037,20:30,20:30,20:30,20:30,20:30,15:00,15:00,마감
모구모구돈부리,1067678037,14:30,14:30,14:30,14:30,14:30,,,브레이크타임시작1
모구모구돈부리,1067678037,17:00,17:00,17:00,17:00,17:00,,,브레이크타임종료1
모구모구돈부리,1067678037,14:00,14:00,14:00,14:00,14:00,14:30,14:30,라스트오더
모구모구돈부리,1067678037,20:00,20:00,20:00,20:00,20:00,,,라스트오더2
북해도,18335625,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),오픈
북해도,18335625,22:00,22:00,22:00,22:00,22:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),마감
북해도,18335625,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임시작1
북해도,18335625,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 토요일),정기휴무 (매주 일요일),브레이크타임종료1
태평양일식,1498509038,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
태평양일식,1498509038,22:30,22:30,22:30,22:30,22:30,22:30,22:30,마감
고쿠텐 강남역점,1232886749,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
고쿠텐 강남역점,1232886749,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
고쿠텐 강남역점,1232886749,14:30,14:30,14:30,14:30,14:30,14:30,정기휴무 (매주 일요일),브레이크타임시작1
고쿠텐 강남역점,1232886749,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
스시도손 현대백화점 무역센터점,1650576095,11:00,11:00,11:00,11:00,11:00,11:00,11:00,오픈
스시도손 현대백화점 무역센터점,1650576095,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
스시도손 현대백화점 무역센터점,1650576095,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
스시도손 현대백화점 무역센터점,1650576095,17:30,17:30,17:30,17:30,17:30,17:30,17:30,브레이크타임종료1
스시도손 현대백화점 무역센터점,1650576095,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
스시한,1496024487,12:00,12:00,12:00,12:00,12:00,12:00,정기휴무 (매주 일요일),오픈
스시한,1496024487,21:30,21:30,21:30,21:30,21:30,21:30,정기휴무 (매주 일요일),마감
스시한,1496024487,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
스시한,1496024487,17:50,17:50,17:50,17:50,17:50,17:50,정기휴무 (매주 일요일),브레이크타임종료1
나나마구로,18364999,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
나나마구로,18364999,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
나나마구로,18364999,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
나나마구로,18364999,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
나나마구로,18364999,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
볼빨간 딱새우 프리미엄,1577187705,11:30,11:30,11:30,11:30,11:30,16:00,정기휴무 (매주 일요일),오픈
볼빨간 딱새우 프리미엄,1577187705,24:00,24:00,24:00,24:00,24:00,23:00,정기휴무 (매주 일요일),마감
볼빨간 딱새우 프리미엄,1577187705,14:00,14:00,14:00,14:00,14:00,,정기휴무 (매주 일요일),브레이크타임시작1
볼빨간 딱새우 프리미엄,1577187705,16:00,16:00,16:00,16:00,16:00,,정기휴무 (매주 일요일),브레이크타임종료1
볼빨간 딱새우 프리미엄,1577187705,23:30,23:30,23:30,23:30,23:30,22:30,정기휴무 (매주 일요일),라스트오더
스시마카세 역삼점,1491984679,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
스시마카세 역삼점,1491984679,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
스시마카세 역삼점,1491984679,14:30,14:30,14:30,14:30,14:30,14:30,14:30,브레이크타임시작1
스시마카세 역삼점,1491984679,18:30,18:30,18:30,18:30,18:30,18:30,18:30,브레이크타임종료1
나이스샤워,1044112634,11:00,11:00,11:00,11:00,11:00,11:00,정기휴무 (매주 일요일),오픈
나이스샤워,1044112634,20:50,20:50,20:50,20:50,20:50,15:30,정기휴무 (매주 일요일),마감
나이스샤워,1044112634,15:00,15:00,15:00,15:00,15:00,,정기휴무 (매주 일요일),브레이크타임시작1
나이스샤워,1044112634,17:00,17:00,17:00,17:00,17:00,,정기휴무 (매주 일요일),브레이크타임종료1
나이스샤워,1044112634,14:30,14:30,14:30,14:30,14:30,15:00,정기휴무 (매주 일요일),라스트오더
나이스샤워,1044112634,20:20,20:20,20:20,20:20,20:20,,정기휴무 (매주 일요일),라스트오더2
용수사,13451140,12:00,12:00,12:00,12:00,12:00,12:00,정기휴무 (매주 일요일),오픈
용수사,13451140,23:00,23:00,23:00,23:00,23:00,23:00,정기휴무 (매주 일요일),마감
감탄성신,1805562801,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
감탄성신,1805562801,21:00,21:00,21:00,21:00,21:00,21:00,21:00,마감
감탄성신,1805562801,20:30,20:30,20:30,20:30,20:30,20:30,20:30,라스트오더
스시유 삼성본점,11486499,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
스시유 삼성본점,11486499,22:00,22:00,22:00,22:00,22:00,22:00,22:00,마감
스시유 삼성본점,11486499,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
스시유 삼성본점,11486499,17:30,17:30,17:30,17:30,17:30,17:30,17:30,브레이크타임종료1
스시유 삼성본점,11486499,14:00,14:00,14:00,14:00,14:00,14:00,14:00,라스트오더
파크 하얏트 서울 더 팀버 하우스,13411432,17:00,17:00,17:00,17:00,17:00,17:00,17:00,오픈
파크 하얏트 서울 더 팀버 하우스,13411432,24:00,24:00,24:00,24:00,24:00,24:00,24:00,마감
파크 하얏트 서울 더 팀버 하우스,13411432,23:00,23:00,23:00,23:00,23:00,23:00,23:00,라스트오더
그랜드 인터컨티넨탈 서울 파르나스 하코네,21033823,휴무,휴무,휴무,휴무,휴무,휴무,휴무,오픈
그랜드 인터컨티넨탈 서울 파르나스 하코네,21033823,휴무,휴무,휴무,휴무,휴무,휴무,휴무,마감
호미호식 강남본점,1486194226,11:30,11:30,11:30,11:30,11:30,11:30,11:30,오픈
호미호식 강남본점,1486194226,21:30,21:30,21:30,21:30,21:30,21:30,21:30,마감
호미호식 강남본점,1486194226,15:00,15:00,15:00,15:00,15:00,15:00,15:00,브레이크타임시작1
호미호식 강남본점,1486194226,17:00,17:00,17:00,17:00,17:00,17:00,17:00,브레이크타임종료1
호미호식 강남본점,1486194226,21:00,21:00,21:00,21:00,21:00,21:00,21:00,라스트오더
마구로동우니도,1211144139,11:30,11:30,11:30,11:30,11:30,11:30,정기휴무 (매주 일요일),오픈
마구로동우니도,1211144139,21:00,21:00,21:00,21:00,21:00,21:00,정기휴무 (매주 일요일),마감
마구로동우니도,1211144139,15:00,15:00,15:00,15:00,15:00,15:00,정기휴무 (매주 일요일),브레이크타임시작1
마구로동우니도,1211144139,17:00,17:00,17:00,17:00,17:00,17:00,정기휴무 (매주 일요일),브레이크타임종료1
